card_id,card_zh_cnt,card_xz_cnt,card_brand_cnt,card_product_cnt,card_zh,card_xz,card_brand,card_product,flow_mtcnt,flow_daycnt,flowcnt_t,flowcnt_6,flowcnt_3,min_dtseg,max_dtseg,flowcnt_wkd,flowcnt_wke,top_trdtz,n_trdtz,top_trdwkd,n_trdwkd,succ_cnt1,succ_cnt6,succ_cnt3,succ_late,fail_late,cash_cnt1,cash_cnt6,cash_cnt3,cash_amt1,cash_amt6,cash_amt3,cashmax_amt1,cashmax_amt6,cashmax_amt3,cons_cnt1,cons_cnt6,cons_cnt3,cons_amt1,cons_amt6,cons_amt3,consmax_amt1,consmax_amt6,consmax_amt3,consnigt_cnt1,consnigt_cnt6,consnigt_cnt3,transout_cnt1,transout_cnt6,transout_cnt3,transout_amt1,transout_amt6,transout_amt3,transoutmax_amt1,transoutmax_amt6,transoutmax_amt3,cre_cash_cnt,cre_cash_amt,kj_cnt,kj_amt,zx_cnt,zx_amt,trade_amt1,trade_amt6,trade_amt3,consnigt_amt1,consnigt_amt6,consnigt_amt3,arg_cashamt,arg_consamt,avg_nigconsamt,arg_tout_amt,arg_crecash_amt,arg_zx_amt,arg_cashzb_cnt,arg_conszb_cnt,arg_nigconszb_cnt,transoutzb_cnt,cre_cashzb_cnt,zxzb_cnt,arg_cashzb_amt,arg_conszb_amt,arg_nigconszb_amt,transoutzb_amt,cre_cashzb_amt,zxzb_amt,flag,
0.297673883,0,0,0,0,0,0,0.112244898,0.333333333,0.8,0.061452514,0.023779725,0.023779725,0.032332564,0.084269663,0.988764045,0.020044543,0.029100529,0.428571429,0.030837004,1,0.038709677,0.033613445,0.025745257,0.032258065,0,0,0.031746032,0.044117647,0.068181818,0.00815047,0.021760633,0.023036649,0.025,0.04,0.05,0.007042254,0.008264463,0.003773585,1.43E-05,7.57E-06,5.91E-06,3.70E-05,2.97E-05,2.97E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66E-08,0.000585582,0.000866876,0.001298191,0,0,0,0.026190476,3.78E-05,0,0,0,5.01E-08,0.3,0.15,0,0,0,0,0.99078353,0.008244409,0,0,0,0.903440006,1,
0.297789037,0,0,0,0,0,0,0.112244898,0,0.6,0.117318436,0.038798498,0.038798498,0.053117783,0.033707865,0.651685393,0.042316258,0.034391534,0.571428571,0.04845815,0.333333333,0.038709677,0.054621849,0.043360434,0.060721063,0,1,0.031746032,0.036764706,0.056818182,0.001880878,0.01153973,0.012216405,0.005,0.04,0.05,0.021126761,0.008264463,0.011320755,0.00019269,5.32E-05,7.96E-05,0.000233333,0.000187129,0.000187129,0.035714286,0.015151515,0.027027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007389163,3.98E-05,0.006426179,0.01546168,0.023250701,0.00039375,0.000393606,0.00039375,0.016666667,0.00026614,0.000787213,0,0,0.00048385,0.15625,0.09375,0.03125,0,0,0.09375,0.029455327,0.003250227,0.001543271,0,0,0.903660978,1,
0.029479503,0,0,0,0,0,0,0.112244898,0,0.8,0.05027933,0.020025031,0.020025031,0.006928406,0.073033708,0.949438202,0.013363029,0.029100529,0.285714286,0.026431718,0.666666667,0.032258065,0,0.020325203,0.009487666,0,0,0,0.058823529,0.045454545,0,0.019452687,0.008027923,0,0.04,0.05,0,0.008264463,0,0,9.27E-05,0,0,0.00049505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004926108,7.30E-07,1.98E-07,0.000859918,0.000450428,0,0,0,0.017559524,0.000463297,0,0,0,1.25E-05,0.470588,0.17647,0,0,0,0.117647,0.89286728,0.101756459,0,0,0,0.903508353,1,
0.298019346,0,0,0,0,0,0.5,0.112244898,0,1,0.111731844,0.038798498,0.038798498,0.036951501,0.016853933,1,0.017817372,0.063492063,0.285714286,0.039647577,0.833333333,0.070967742,0.050420168,0.04200542,0.030360531,0,0.002002002,0,0,0,0,0,0,0,0,0,0.063380282,0.044077135,0.041509434,0.003326326,0.003978328,0.003891821,0.002962963,0.010039604,0.007584158,0.035714286,0.015151515,0.027027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017241379,0.00011398,0.00344837,0.004225723,0.004036167,0.002083333,0.002082574,0.002083333,0,0.003729931,0.004165148,0,0,0.000594787,0,0.5,0.03125,0,0,0.21875,0,0.88903695,0.029887664,0,0,0.905760073,1,
0.2981345,0,0.5,0,0,0,0,0.112244898,0,0.4,0.016759777,0.007509387,0.007509387,0.009237875,0,0.876404494,0.008908686,0.007936508,0.285714286,0.013215859,0.833333333,0.012903226,0.008403361,0.006775068,0.007590133,0,0.005005005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00203666,0,0,0.00040446,0,0,0.028,0,0,0,0,0,0,4.66E-08,0.000990546,0.000475305,0.000440636,0,0,0,0,0,0,0.028,0,5.01E-08,0,0,0,0.142857,0,0,0,0,0,0.38352158,0,0.903440006,1,
0.298364809,0,0,0,0,0,0.5,0.010204082,0,1,0.117318436,0.055068836,0.055068836,0.034642032,0.005617978,1,0.042316258,0.068783069,0.285714286,0.044052863,0.666666667,0.103225806,0.046218487,0.058265583,0.041745731,0,0.003003003,0,0,0,0,0,0,0,0,0,0.056338028,0.066115702,0.071698113,0.005636262,0.001936005,0.002689317,0.004938272,0.003960396,0.003960396,0,0.03030303,0,0,0,0,0,0,0,0,0,0,0,0,0.044776119,0.013137556,0.024630542,6.88E-06,0.005206726,0.002370218,0.002673685,0,0.000349872,0,0,0.001210069,0.000349872,0,0,2.50E-05,0,0.533333,0.044444,0,0,0.222222,0,0.771336717,0.008951167,0,0,0.903688135,1,
0.298479963,0,0,0,0,0,0,0.112244898,0,1,0.240223464,0.077596996,0.077596996,0.087759815,0.028089888,1,0.075723831,0.076719577,0,0.074889868,0.666666667,0.116129032,0.130252101,0.082655827,0.083491461,0,0,0.285714286,0.279411765,0.295454545,0.253291536,0.319485658,0.19965096,0.125,0.1,0.125,0,0.008264463,0.003773585,0,0.000297314,0.000208564,0,0.001048515,0.001048515,0,0.015151515,0.027027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002463054,0.000575328,0.057990537,0.026264194,0.031095629,0,0.002205446,0.00220625,0.060714286,0.001486673,0.004410892,0,0,0.02102107,0.603174,0.047619,0.015873,0,0,0.015873,0.48008295,0.010689,0.005091534,0,0,0.905324828,1,
0.298595117,0,0,0,0,0,0.5,0.112244898,0,0.8,0.05027933,0.013767209,0.013767209,0.013856813,0.151685393,0.994382022,0.0155902,0.013227513,0.285714286,0.022026432,1,0.012903226,0.012605042,0.016260163,0.017077799,0,1,0.015873016,0.036764706,0.034090909,0.006269592,0.016485328,0.010471204,0.025,0.03,0.025,0.014084507,0.011019284,0.01509434,0.001503303,0.001881412,0.002815322,0.003641975,0.007029703,0.007029703,0,0,0,0,0,0,0,0,0,0,0,0,0.056818182,0.017452007,0,0,0,4.66E-08,0.001829041,0.00251231,0.003386336,0,0,0,0.023809524,0.007055775,0,0,0.176470609,5.01E-08,0.416666,0.333333,0,0,0.416666,0,0.258978613,0.70718935,0,0,0.259116898,0.903440006,1,
0.29894058,0,0,0,0,0,0,0.112244898,0,0.2,0.011173184,0.003754693,0.003754693,0.009237875,0.061797753,0.241573034,0,0.010582011,0,0.004405286,0.666666667,0.012903226,0.016806723,0.005420054,0.007590133,0,1,0.015873016,0.007352941,0.011363636,0.001253918,0.000659413,0.00069808,0.005,0.004,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66E-08,8.82E-05,2.61E-05,3.93E-05,0,0,0,0.004761905,0,0,0,0,5.01E-08,0.25,0,0,0,0,0,0.99955027,0,0,0,0,0.903440006,1,
0.002648549,0,0,0,0,1,0.5,0,0,0.6,0.072625698,0.020025031,0.020025031,0.020785219,0.08988764,0.825842697,0.0155902,0.026455026,0.285714286,0.022026432,0.833333333,0.032258065,0.016806723,0.01897019,0.017077799,0,0.002002002,0,0,0,0,0,0,0,0,0,0.014084507,0.033057851,0.026415094,0.000281125,0.000398829,0.000503569,0.000592593,0.001413861,0.001413861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66E-08,0.000454438,0.000452172,0.000587271,0,0,0,0,0.000498559,0,0,0,5.01E-08,0,0.705882,0,0,0,0,0,0.833038538,0,0,0,0.903440006,1,
0.029594657,0,0,0,0,0,0,0.112244898,0,0.2,0.005586592,0.003754693,0.003754693,0.006928406,0.415730337,0.617977528,0.008908686,0,0.857142857,0.008810573,0.5,0.012903226,0,0.005420054,0.007590133,0.4,1,0,0.007352941,0.011363636,0,0.003297066,0.003490401,0,0.02,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66E-08,1.98E-07,0.000130269,0.000195894,0,0,0,0.023809524,0,0,0,0,5.01E-08,0.25,0,0,0,0,0,0.999430342,0,0,0,0,0.903440006,1,
0.299055735,0,0,0,0,0,0.5,0,0,0.6,0.039106145,0.012515645,0.012515645,0.025404157,0.005617978,0.494382022,0.022271715,0.002645503,0.428571429,0.013215859,0.333333333,0.012903226,0.025210084,0.013550136,0.018975332,0,0.003003003,0,0,0,0,0,0,0,0,0,0.042253521,0.022038567,0.030188679,0.001877818,0.000947747,0.001418198,0.003333333,0.002673267,0.002673267,0.035714286,0.015151515,0.027027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66E-08,0.001734848,0.000937651,0.001410004,0.0009,0.000899672,0.0009,0,0.001777137,0.001799344,0,0,5.01E-08,0,0.727272,0.090909,0,0,0,0,0.954547407,0.058191317,0,0,0.903440006,1,
0.299170889,0,0,0,0,0,0,0.112244898,0,0.2,0.033519553,0.007509387,0.007509387,0.016166282,0.06741573,0.185393258,0.006681514,0.010582011,0.285714286,0.022026432,0.833333333,0.006451613,0.029411765,0.009485095,0.013282732,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017241379,0.023865987,0.076692666,0.022686371,0.034114923,0,0,0,0,0,0,0,0,0.124581675,0,0,0,0,0,1,0,0,0,0,0,0.993965057,1,
0.299286043,0,0,0,0,0,0.5,0.112244898,0,0,0.011173184,0.018773467,0.018773467,0.036951501,0,0.016853933,0.004454343,0.037037037,0.428571429,0.030837004,1,0.070967742,0.058823529,0.01897019,0.026565465,0,0,0.031746032,0.014705882,0.022727273,0.005642633,0.002967359,0.003141361,0.0125,0.01,0.0125,0.042253521,0.016528926,0.022641509,0.00105398,0.000291129,0.000435641,0.001358025,0.001089109,0.001089109,0.035714286,0.015151515,0.027027027,0,0,0,0,0,0,0,0,0,0.022727273,0.003141361,0,0,0.004926108,4.38E-08,0.001369933,0.000405251,0.000609402,0.000620833,0.000620607,0.000620833,0.010714286,0.000727858,0.001241214,0,0.079411774,0,0.125,0.375,0.0625,0,0.125,0.125,0.289034579,0.678500485,0.092887275,0,0.289188914,0.32136393,1,
0.299401198,0,0,0,0,0,0,0.112244898,0,1,0.296089385,0.183979975,0.183979975,0.182448037,0.005617978,0.949438202,0.218262806,0.132275132,0.428571429,0.299559471,0.666666667,0.238709677,0.24789916,0.191056911,0.214421252,0,0,0.523809524,0.352941176,0.534090909,0.476489028,0.363996044,0.378359511,0.075,0.06,0.075,0.105633803,0.159779614,0.158490566,0.004354871,0.008021648,0.009372712,0.002985185,0.014853465,0.014853465,0.071428571,0.075757576,0.135135135,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012315271,0.003575011,0.050283252,0.026098747,0.036239387,0.007125,0.0572812,0.057302083,0.054761905,0.002074689,0.02291248,0,0,0.026126175,0.324324,0.391891,0.033783,0,0,0.033783,0.550434739,0.290240059,0.133100598,0,0,0.915227092,1,
0.299516352,0,0,0,0,0,0.5,0,0,0.8,0.100558659,0.04505632,0.04505632,0.043879908,0.033707865,0.887640449,0.051224944,0.037037037,0.428571429,0.074889868,0.333333333,0.058064516,0.029411765,0.044715447,0.034155598,0,0,0.015873016,0.044117647,0.045454545,0.000626959,0.024068579,0.015706806,0.0025,0.04,0.05,0.021126761,0.038567493,0.033962264,0.008750605,0.006251677,0.006248065,0.022265432,0.017856436,0.017856436,0,0.03030303,0.027027027,0,0,0,0,0,0,0,0,0,0.068181818,0.02547993,0,0,0,4.66E-08,0.008127642,0.007197125,0.007092675,0,0.021758734,0.0043125,0.028968095,0.006698677,0.021758734,0,0.21470579,5.01E-08,0.162162,0.378378,0.054054,0,0.162162,0,0.13198381,0.820265765,0.183343729,0,0.132054284,0.903440006,1,
0.299631506,0,0,0,0,0,0.5,0.112244898,0,0,0,0,0,0.002309469,0.02247191,0.02247191,0,0.002645503,0.571428571,0,0.666666667,0,0.004201681,0.001355014,0.001897533,0,1,0,0,0,0,0,0,0,0,0,0.007042254,0.002754821,0.003773585,0.002441974,0.000674518,0.001009341,0.00632716,0.005074257,0.005074257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66E-08,0.002255991,0.000667355,0.001003543,0,0,0,0,0.01011846,0,0,0,5.01E-08,0,1,0,0,0,0,0,0.954545498,0,0,0,0.903440006,1,
0.299746661,0,0,0,0,0,0.5,0,0,0,0.011173184,0.007509387,0.007509387,0.016166282,0.011235955,0.056179775,0,0.018518519,0,0.017621145,1,0.032258065,0.012605042,0.004065041,0.0056926,0,0,0,0,0,0,0,0,0,0,0,0.021126761,0.008264463,0.011320755,0.000375945,0.000103843,0.000155389,0.000476543,0.000382178,0.000382178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66E-08,0.00034748,0.000102801,0.000154588,0,0,0,0,0.00051925,0,0,0,5.01E-08,0,0.428571,0,0,0,0,0,0.954545498,0,0,0,0.903440006,1,
0.300092123,0,0,0,0,0,0.5,0.112244898,0,1,0.201117318,0.111389237,0.111389237,0.087759815,0,0.949438202,0.08908686,0.132275132,0.428571429,0.13215859,0.666666667,0.129032258,0.079831933,0.115176152,0.129032258,0,0.002002002,0.031746032,0.095588235,0.113636364,0.020689655,0.071216617,0.062129145,0.0475,0.06,0.075,0.042253521,0.123966942,0.139622642,0.003540267,0.003744418,0.00502756,0.005308642,0.005336634,0.005336634,0.071428571,0.03030303,0.054054054,0,0,0,0,0,0,0,0,0,0.147727273,0.07539267,0,0,0.014778325,2.06E-05,0.00762804,0.00739012,0.009796815,0.000416667,0.000416515,0.000416667,0.039560238,0.001248213,0.000416515,0,0.293212623,0.000125017,0.144444,0.5,0.022222,0,0.144444,0.066666,0.380330802,0.478464976,0.003417313,0,0.380533885,0.903678902,1,
0.029709811,0,0,0,0,0,0,0.112244898,0,1,0.145251397,0.043804756,0.043804756,0.041570439,0.039325843,0.988764045,0.051224944,0.034391534,0,0.035242291,0.166666667,0.051612903,0.033613445,0.048780488,0.045540797,0,1,0,0.022058824,0,0,0.006594131,0,0,0.03,0,0.056338028,0.074380165,0.083018868,0.000849998,0.00106896,0.000986491,0.000555432,0.002425743,0.000582178,0.142857143,0.106060606,0.189189189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66E-08,0.00078539,0.001463269,0.001199332,0.001329167,0.003184256,0.003185417,0.015872857,0.000593899,0.000909787,0,0,5.01E-08,0.083333,0.75,0.194444,0,0,0,0.177861283,0.689876759,0.131974427,0,0,0.903440006,1,
0.300207278,0,0,0,0,0,0,0.112244898,0,1,0.173184358,0.082603254,0.082603254,0.101616628,0.005617978,0.966292135,0.075723831,0.087301587,0.285714286,0.114537445,0.333333333,0.109677419,0.117647059,0.088075881,0.096774194,0,0.001001001,0.26984127,0.345588235,0.409090909,0.12539185,0.235410485,0.186387435,0.05,0.06,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002463054,4.52E-08,0.00958289,0.009602849,0.010802195,0,0,0,0.03617,0,0,0,0,0,0.701492,0,0,0,0,0.014925,0.967513492,0,0,0,0,0.780325937,1,
0.300322432,0,0,0,0,0,0,0.112244898,0,0,0,0.001251564,0.001251564,0,0.758426966,0.758426966,0,0.005291005,0.142857143,0.004405286,1,0.006451613,0,0,0,0,0.004004004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66E-08,1.98E-07,7.16E-08,1.08E-07,0,0,0,0,0,0,0,0,5.01E-08,0,0,0,0,0,0,0,0,0,0,0,0.903440006,1,
